,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
incomeQuality,1.405201093867029,1.2558093238743304,1.300734071324184,1.3283075841244234,1.4496683958237573,1.5220062179271079,1.511338901543913,1.448983448983449,1.2186039824599237,1.4477663760512307,1.326982088061086,1.2336369156041287,1.9851055026892843,1.5646453089244852,1.1161387631975868,1.898876404494382,3.3840579710144927,4.188405797101449,1.3846153846153846,-7.4,1.0508905852417303,1.3277870216306156,2.5080906148867315,-0.1799043062200957,-0.6360294117647058,-0.5660377358490566,2.3774193548387097,-7.482758620689655,1.7377358490566037,0.6096774193548387,2.0294736842105263,1.1167400881057268,0.735,0.8663594470046083,2.0454545454545454,4.344262295081967
dividendYield,0.007053332328502797,0.012194555267798987,0.0129209393389536,0.014583774403137868,0.018775844032249488,0.017311421552545763,0.017287442956759966,0.021397749740618983,0.004357630021145365,,,,,,,,,,,,,,,,0.004617604617604618,0.013565686917829717,0.011394660917680412,0.015519390891399002,0.009544737840680495,0.00924628350922572,0.014305996843603274,0.008587070657647484,0.007998600244957133,0.0032105825183319546,,
payoutRatio,0.24526658654264863,0.25551976255972203,0.23033377567989788,0.264089677566131,0.26593998292730975,0.2165224557066337,0.2815995950392306,0.28522828522828525,0.05961708959336736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01715686274509804,0.13679245283018868,0.18387096774193548,0.6436781609195402,0.10754716981132076,0.18387096774193548,0.11368421052631579,0.11013215859030837,0.1,0.06912442396313365,0.0,0.0
salesGeneralAndAdministrativeToRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
researchAndDdevelopementToRevenue,0.06830956414039306,0.06233136285716482,0.05360040663416103,0.05052042890670668,0.046582482760539605,0.034516398177267184,0.03304794988922016,0.02618337136504593,0.02160272957292918,0.022439006364954873,0.027320812571866616,0.031068640018645847,0.0341451399365744,0.032575189535949345,0.036862542065752006,0.038331778048955566,0.05906510448121754,0.07588206863218946,0.0776732845698363,0.08017900428864441,0.04760115244895403,0.051190088033909356,0.051001514896482074,0.0684931506849315,0.06142581104444218,0.055505333574398845,0.0613777342474698,0.08336467343612887,0.08494426414561874,0.09240767158028214,0.086002159050018,0.07948523845571537,0.06705969049373618,0.07215332581736189,0.06729758149316509,0.038060479666319084
intangiblesToTotalAssets,0.0,0.0,0.0,0.02135516720443143,0.02679631690530517,0.031028603902254214,0.037776215390853136,0.027806763285024155,0.030437795347146492,0.038085089927903,0.014404852160727824,0.011768173301614704,0.014126149802890934,0.013295459028681894,0.01028770706190061,0.011600727209765389,0.01515527950310559,0.01599413059427733,0.018894887265798667,0.01262248795881083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capexToOperatingCashFlow,11.037624846080176,-6.611815150071463,-5.816420040561857,-5.158220223275239,-5.201115124862572,-7.0739902506963785,-6.085091205543667,-5.9129572498898195,-5.409061901723038,-5.036097691894794,-8.767090994813767,-8.37510305028854,-8.003336113427856,-5.547667342799189,-3.3789954337899544,-9.75,-5.306818181818182,-1.7621951219512195,-0.5172413793103449,-0.7974137931034483,-7.719626168224299,-16.97872340425532,-13.839285714285714,-0.4302059496567506,-7.746268656716418,1.509433962264151,-4.60625,3.056338028169014,-4.723076923076923,-0.8669724770642202,-4.303571428571429,-2.1213389121338913,-2.0416666666666665,-2.186046511627907,-4.701492537313433,-4.907407407407407
capexToRevenue,37.55848953345191,-24.790281086231538,-19.950048824457298,-18.410890691510723,-16.934113397204335,-20.344272284122564,-18.627840619586262,-18.83098281181137,-16.646245479685174,-14.526167471819646,-30.752003771805754,-35.37098103874691,-27.0884070058382,-24.34685598377282,-29.398782343987822,-53.58076923076923,-47.03977272727273,-37.84756097560975,-33.0,-23.11637931034483,-74.60747663551402,-130.51063829787233,-106.08928571428571,-16.20366132723112,-146.76119402985074,-69.57232704402516,-57.43125,-37.45070422535211,-36.343589743589746,-28.940366972477065,-24.8125,-22.10878661087866,-28.270833333333332,-30.941860465116278,-28.388059701492537,-35.51851851851852
capexToDepreciation,1.51265563004515,-1.1955216769890424,-0.8189739352512582,-0.815757770460204,-0.8249568085440553,-0.9798920612813371,-0.8097421787424844,-0.7444909651828999,-0.34854286322059136,-0.24342458400429415,-0.4842055634134842,-0.605111294311624,-0.3944954128440367,-0.32150101419878296,-0.3424657534246575,-0.6884615384615385,-0.8522727272727273,-0.6890243902439024,-0.6551724137931034,-0.43103448275862066,-0.7850467289719626,-1.8085106382978724,-1.9821428571428572,-0.2700228832951945,-2.328358208955224,-0.7987421383647799,-1.05,-0.7793427230046949,-1.1128205128205129,-0.9357798165137615,-0.90625,-0.5230125523012552,-0.5416666666666666,-0.8255813953488372,-0.7611940298507462,-0.7777777777777778
stockBasedCompensationToRevenue,0.024876600550061016,0.0233228531674956,0.020105800184491426,0.021113796382735545,0.01952337007684139,0.015343473889138481,0.01566235400311825,0.013182376689485695,0.011117642548623713,0.010789938013284187,0.013476427750095821,0.016548187856893135,0.015887188644970598,0.01008081313005082,0.008439037017861766,0.0030148589476706625,0.0039859886459717355,0.0025777348155308524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grahamNumber,16.74258602902124,18.0370315552836,18.941457448665766,18.178719969569002,16.50325859124679,16.34139408831656,12.857290911850143,12.299515137220196,12.587429304576776,8.059669628990534,4.740938053177845,3.0149212986200253,1.8933498614781359,1.357814113488158,0.8602415793615088,0.6242834827298753,0.25887320599438646,0.12578646230580215,0.1207912427251812,0.07671648276977422,0.4223220154667214,0.3321059102017735,0.17964472075025942,0.3761883401478564,0.44350221518728977,0.3817673946814269,0.3065367059681898,0.1490610402597935,0.37221980220349776,0.2605903364311831,0.279061352605758,0.27033628212691524,0.20652300179083224,0.1370650665163905,0.1076285910158024,0.06266845264385998
roic,0.30705825278265964,0.28237785547985805,0.29185014972217327,0.23347115717382197,0.25289269820339544,0.34574582210885163,0.31761198638882127,0.3070551358499345,0.40548421343494134,0.38693001210393546,0.3404270946181671,0.3352132240588971,0.2706043956043956,0.3120638085742772,0.2625302776225079,0.22499070286351805,0.07132216014897579,0.02063705697622252,0.01875,-0.011547856984232734,0.22422997946611908,0.18715393133997785,0.11881545684362586,-0.432712215320911,-0.3853019934543291,0.17255504352278545,0.14885382554331647,0.05257228689447991,0.3055754110078628,0.21958717610891523,0.39969214982042073,0.40237966468361275,0.5227091633466135,0.41041041041041043,0.3730445246690734,0.187207488299532
returnOnTangibleAssets,0.1772557180259843,0.16323009842961633,0.16277530931710985,0.131637553634047,0.14593408418672102,0.18978730059430715,0.1771105562553512,0.18404026952356345,0.2444743856360388,0.2315725529082804,0.18910931174089068,0.17542925312087257,0.12390741547689232,0.1397840863654538,0.11680761099365751,0.1169308925286853,0.03481331987891019,0.010289293170295259,0.010519501537465609,-0.004205214465937763,0.11553726297221814,0.11645030032939353,0.0720447656796456,-0.2468698322702575,-0.15212527964205816,0.06804686246188413,0.058457476899868,0.01682459872365113,0.12547348484848486,0.08872352604464796,0.15961021505376344,0.16545189504373178,0.19212295869356388,0.14682002706359945,0.13275862068965516,0.06517094017094018
grahamNetNet,-8.845346208148987,-5.9726327423206245,-7.677470131151141,-6.56496753808106,-4.692567070664208,-4.551009577134331,-3.0109933855952966,-1.0174122201778595,-0.5406717545715581,-0.17646217782522494,0.23932102579947473,0.45768034336115926,0.3852137767220903,0.3118775100401606,0.20990354875468012,0.21854677338669334,0.1534489118406492,0.1265720180782079,0.1273568608094768,0.13380863814837776,0.10219276511397424,0.0866183104367439,0.02170618885580604,-0.04102337110481587,-0.007792207792207792,-0.003066037735849057,0.005093984962406015,-0.03465568862275449,0.036825801749271136,0.013528058194774347,0.015398807834232189,0.02659242298084929,0.02215081110805609,0.023168249660786976,0.025107579122709604,0.014389786497403348
workingCapital,38321000000.0,57101000000.0,15410000000.0,27831000000.0,27863000000.0,8768000000.0,5083000000.0,29628000000.0,19111000000.0,17018000000.0,20956000000.0,20049000000.0,20598000000.0,12657000000.0,8038000000.0,6816000000.0,4375000000.0,3530000000.0,3730000000.0,3625000000.0,3494000000.0,2736000000.0,2178000000.0,1606000000.0,2512000000.0,2899000000.0,2532000000.0,1830000000.0,2132000000.0,1647000000.0,1376000000.0,1399000000.0,956000000.0,828000000.0,712000000.0,527000000.0
tangibleAssetValue,,,,126032000000.0,119629000000.0,110346000000.0,102789000000.0,117793000000.0,112851000000.0,72183000000.0,46708000000.0,31081000000.0,20471000000.0,14195000000.0,9807000000.0,7332000000.0,4954000000.0,4114000000.0,3976000000.0,3844000000.0,,,,,,,,,,,,,,,,
netCurrentAssetValue,-114836000000.0,-85209000000.0,-127239000000.0,-112627000000.0,-86568000000.0,-81612000000.0,-51761000000.0,-10165000000.0,-201000000.0,5232000000.0,14286000000.0,15694000000.0,16148000000.0,11141000000.0,7288000000.0,6215000000.0,4081000000.0,3295000000.0,3185000000.0,3042000000.0,2731000000.0,2228000000.0,1051000000.0,391000000.0,1209000000.0,1894000000.0,1557000000.0,1193000000.0,1522000000.0,1137000000.0,874000000.0,1036000000.0,704000000.0,666000000.0,575000000.0,436000000.0
investedCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
