,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
averageReceivables,30962000000.0,45804000000.0,47399500000.0,40738500000.0,37551500000.0,38073500000.0,36511500000.0,33222500000.0,32248000000.0,28760500000.0,27864000000.0,25430500000.0,25254000000.0,24916500000.0,24324500000.0,23558000000.0,23427000000.0,23285000000.0,23184500000.0,23135000000.0,23378500000.0,23242500000.0,23379500000.0,23419500000.0,23650000000.0,23867500000.0,23692500000.0,23593000000.0,23445500000.0,23355500000.0,23283000000.0,23298500000.0,23132500000.0,23105000000.0,23033500000.0,23012000000.0
averagePayables,44266000000.0,46236000000.0,51062000000.0,45239000000.0,41765000000.0,40863000000.0,38216000000.0,34301500000.0,33705500000.0,30434000000.0,29125500000.0,25918500000.0,25878000000.0,25603000000.0,24813000000.0,24007500000.0,23843500000.0,23695000000.0,23573500000.0,23518500000.0,23696500000.0,23524000000.0,23477500000.0,23460500000.0,23513500000.0,23700500000.0,23559000000.0,23489500000.0,23331500000.0,23296500000.0,23288500000.0,23285000000.0,23159500000.0,23221000000.0,23177000000.0,23155500000.0
averageInventory,4083500000.0,4106000000.0,4031000000.0,4480500000.0,3119000000.0,3227500000.0,3108500000.0,2935000000.0,2448500000.0,2441000000.0,2578500000.0,2280500000.0,2307500000.0,2226000000.0,2188000000.0,2135500000.0,2103500000.0,2081000000.0,2075500000.0,2058500000.0,2069500000.0,2063000000.0,2092000000.0,2271500000.0,2384000000.0,2940500000.0,2597000000.0,2806500000.0,2343000000.0,2389000000.0,2230500000.0,2290500000.0,2097500000.0,2166000000.0,2107500000.0,2136500000.0
daysSalesOutstanding,21.433437152796753,64.25876528784583,67.33249872926825,56.80067093014126,49.59276846952546,47.387608839826285,54.35014633879483,44.08147563044877,43.5925320111432,39.508032406765885,55.53484093522422,43.02074350308822,52.86369654238123,61.259060234941266,53.762619725601866,34.37513459191731,46.29182268389902,45.044304817141935,35.91518634622083,31.715457766175646,43.573218088437926,40.52249755461363,58.67278235987208,53.350515463917525,55.53137394487949,63.71497016814319,62.79954293176624,63.23555221261126,55.98349089882884,52.473450626089715,50.041381792011514,54.77763058289175,41.332596413657576,55.689590379556556,50.470557308096744,41.86652763295099
daysPayablesOutstanding,91.04818971567418,104.31407696777144,124.57021422115831,114.48818841812715,103.61336926074777,92.46871631605622,98.18044148301234,76.58063336022363,87.98209366391185,82.88991324052087,110.90956222654967,79.59992991472959,94.44079872503984,114.43666414332576,90.20558431143836,65.6689927184466,87.97591362126245,93.62302733940875,80.3370379318676,70.8248546511628,72.59841842874334,66.78233438485805,58.81555356342447,43.76422194993874,32.567963902989284,51.83142369575816,47.03140978816655,51.66603162507144,39.05161613630669,39.31955340977671,47.76093630084421,45.23562152133581,15.215971873430437,58.016975308641975,48.33894500561168,24.485688729874777
daysOfInventoryOnHand,8.741883356235881,9.263638723714628,8.817631109699796,12.563630820713515,5.923304104250396,6.120287817030602,6.863786990682178,6.039622535316962,3.286603829428773,4.3960205491145565,9.701702030803471,6.466339602071409,8.708399737508202,7.966818067120868,7.184515564627834,6.090716019417476,6.12375415282392,4.543231829295399,3.968349842957236,0.9726259689922481,2.070654976792161,1.644885083370888,6.380546839982071,27.919656922807633,27.256627185561197,78.97062408581179,58.016070124178235,104.79234139836159,53.0443497870208,74.0132770066385,49.72179585571757,64.33209647495362,16.31592164741336,63.64969135802469,44.652076318742985,54.521466905187836
receivablesTurnover,17.029466501240694,5.68015893808401,5.42085927135422,6.425980433380988,7.359944025393358,7.702435487591866,6.715713288511702,8.280122087108182,8.372993794136528,9.238627635060169,6.572450624748085,8.484279216927032,6.9045493197278915,5.958302308265078,6.789103690685413,10.618140243902438,7.884761904761905,8.10313315926893,10.16283185840708,11.508583690987125,8.376705141657922,9.00734214390602,6.220942408376963,6.841545893719807,6.572860962566845,5.728638011393061,5.8121442125237195,5.772069464544139,6.519779208831647,6.955898566703418,7.293963254593176,6.663303909205548,8.830802603036876,6.554187192118227,7.231939163498099,8.718181818181819
payablesTurnover,4.008866086627577,3.4990483605848257,2.9300744345834526,3.188101803715926,3.5227114281117604,3.947280924204001,3.71764472115512,4.766218089149193,4.148571428571429,4.40343083652269,3.2909696213067,4.585431173004821,3.8648550724637682,3.1895372233400403,4.046312684365781,5.558178752107926,4.148862853204687,3.898613518197574,4.543358946212953,5.153558052434457,5.027657735522904,5.4655172413793105,6.205841446453407,8.34014598540146,11.207332490518331,7.04206008583691,7.76077097505669,7.064602960969045,9.346604215456674,9.282913165266107,7.642228739002933,8.068862275449101,23.987951807228917,6.29126213592233,7.5508474576271185,14.906666666666666
inventoryTurnover,41.75301649839941,39.40136385776912,41.3943377148635,29.05211122554068,61.62101313320826,59.63771817794807,53.17764092846992,60.43424036281179,111.05689001264223,83.02963917525773,37.62226450999049,56.44615384615385,41.913555992141454,45.8150289017341,50.803703703703704,59.92727272727273,59.603960396039604,80.33928571428571,91.97777777777777,375.27272727272725,176.27272727272728,221.9,57.205128205128204,13.073226544622425,13.391238670694865,4.621971830985916,6.291360294117647,3.48307896483079,6.88103448275862,4.931547619047619,7.340845070422535,5.673684210526316,22.370786516853933,5.734513274336283,8.174311926605505,6.6946107784431135
roe,0.8786635853012749,0.6106445053487756,0.5556011834209077,0.3607018433832909,0.3562366958026963,0.44735453060198566,0.3542004715501089,0.29977579745687943,0.35304119786820065,0.3383410559289956,0.2932142035111213,0.2602718078381795,0.22986210175939134,0.24057252958987063,0.19921875,0.17881060809000804,0.054373522458628844,0.01633909542978925,0.015873015873015872,-0.006377551020408163,0.19138056975894813,0.19362113402061856,0.1881851400730816,-0.8708333333333333,-0.3965014577259475,0.14615649775939332,0.13008812421317667,0.042941757156959526,0.2423411065386374,0.17543859649122806,0.3282653766413269,0.30551816958277256,0.3988035892323031,0.2595693779904306,0.2219020172910663,0.11090909090909092
capexPerShare,0.4212165672676634,-0.5643792430617652,-0.6656354891463366,-0.592713738734107,-0.5787886109818753,-0.4957648527921901,-0.4006614404703577,-0.34789941735663904,-0.3552213994257216,-0.28412383712063444,-0.08191719450023173,-0.04776342731138762,-0.04746634996041172,-0.03959839357429719,-0.026737750284877095,-0.010838752709688178,-0.008115086683880487,-0.008056592650815484,-0.008588351431391906,-0.011985947509816079,-0.005302279484638256,-0.002409267992618413,-0.0029774564015312634,-0.03094900849858357,-0.004834054834054834,-0.011538461538461539,-0.012030075187969926,-0.01594311377245509,-0.014212827988338192,-0.01618171021377672,-0.015895543570820323,-0.016583402719955592,-0.009898267803134452,-0.0058344640434192675,-0.004650194336479734,-0.0038949798038084246
