,Country,Sector,Industry,Net_Income_Ratio,Operating_Income_Ratio,Gross_Profit_Ratio,EPS,Working_Capital,ROE,PE_Ratio,PB_Ratio,Current_Ratio,Debt_To_Equity,Debt_To_Asset,Dividend_Yield,Market_Capital,Net_Income_Ratio_Ranking,Operating_Income_Ratio_Ranking,Gross_Profit_Ratio_Ranking,EPS_Ranking,Working_Capital_Ranking,ROE_Ranking,PE_Ratio_Ranking,PB_Ratio_Ranking,Current_Ratio_Ranking,Debt_To_Equity_Ranking,Debt_To_Asset_Ranking,Dividend_Yield_Ranking,Market_Capital_Ranking
SRNE,US,Healthcare,Biotechnology,-9.292059,-9.13728,0.610683,-2.20043,-47618000.0,-3.71644525881814,-1.7678331073585603,6.570054970224462,0.5866708331163307,6.095638010892248,0.8590683461494318,,516327480.0,4320,4345,1183,4262,3439,4660,1541,3677,3571,4121,3913,2359,2991
MGEN,US,Healthcare,Biotechnology,-9.38646,-9.410222,1.0,-1.33624,19559000.0,-2.657928145232957,-1526.6705122632723,4057.7805230417675,2.9213163064833005,0.9209089754982861,0.47941312537175335,,63926274360.0,4321,4347,8,3970,2516,4616,240,4574,1211,2009,1780,2359,552
HARP,US,Healthcare,Biotechnology,-9.619526,-10.075472,1.0,-2.55545,128104000.0,-0.5898110804500106,-5.267173245519326,3.1066371428571427,6.690223426464709,0.8743791127149225,0.46649000022649545,,292707351.6,4322,4359,8,4341,1636,4156,1193,3000,434,1941,1716,2359,3376
CEI,US,Energy,Oil & Gas Drilling,-9.710667,-12.659322,-0.207846,-1.82796,-896250.0,-0.5057581913731395,-0.9518810258537976,0.4814216260382253,0.558260346688616,0.2715392817375954,0.21355162647160147,0.006810618069583158,3670738.8,4323,4379,3642,4156,3138,4085,1669,607,3602,864,625,1932,4702
AEMD,US,Healthcare,Medical Devices,-9.803211,-9.807902,1.0,-1.86654,8973390.0,-0.6773915862076295,-0.7500491845715764,0.5080770068706792,9.404253924249803,0.10395183616644792,0.09416337992373665,,4780776.0,4324,4354,8,4170,2738,4235,1705,639,269,495,251,2359,4688
ONTX,US,Healthcare,Biotechnology,-9.850206,-9.939991,1.0,-1.49488,15182000.0,-1.8578710903749784,,,2.830921369995176,1.0454466908588216,0.5111092337585537,,,4325,4357,8,4034,2603,4563,4753,4719,1258,2179,1957,2359,4787
EYES,US,Healthcare,Medical Devices,-9.941403,-10.048535,0.36312518496596624,-2.28393,6151000.0,-4.6174570446735395,-2.2899154560609674,10.573586254295533,1.8838913637016812,1.2816494845360824,0.5617205855774444,,76922840.0,4326,4358,2262,4284,2821,4691,1476,3927,1920,2518,2299,2359,4091
IBIO,US,Healthcare,Biotechnology,-10.036019536,-8.54884004884,1.0,-0.61,56512000.0,-0.29034935886113955,-17.877036316077618,5.190586032710445,11.792971734148205,0.6635875516620157,0.39888946692288907,0.07336312774643852,293880600.0,4327,4342,8,3576,2088,3852,790,3523,195,1610,1381,407,3373
NTG,US,Financial Services,Asset Management,-10.115321,-0.087738,-0.063073,-22.22457,,-0.21038822993584158,-4.790423768201613,1.0078487772345215,0.0,0.7425270533981934,0.4261208180097706,0.1587374107059915,672948862.684,4328,3469,3627,4745,4157,3727,1232,1387,4175,1744,1514,142,2802
NML,US,Financial Services,Asset Management,-10.140917,-1.787438,-1.753855,-0.83514,,-0.11548736007005635,-7.594743840515927,0.8770969165495054,0.0,0.35769159661906874,0.26345570489630665,0.10410000286090434,359370595.311,4329,4152,3689,3722,4157,3508,1055,1109,4175,1037,800,276,3229
NRGX,US,N/A,N/A,-10.142581,0.588464,0.581389,-9.49124,,-1.0999315661501294,-0.730146727154893,0.8031114331188727,,0.3434212777429272,0.2556318583251167,0.26292082122265314,309819510.0,4330,392,1312,4684,4157,4415,1713,975,4184,1008,771,85,3348
VRME,NaN,NaN,NaN,-10.246374,-9.938999,0.815894,-1.1669,-563500.0,37.05378250591016,-13657.963404178961,-506079.2054521276,0.4425373208155674,-14.935431442080379,1.071759529237131,,34251440625.0,4331,4356,412,3898,3127,15,90,3,3704,65,4644,2359,706
CERE,NaN,NaN,NaN,-10.351470588235294,-10.359191176470588,-0.9363970588235294,-4.56633,,,,,,,,,,4332,4361,3678,4565,4157,4758,4753,4719,4184,4785,4840,2359,4787
CUE,US,Healthcare,Biotechnology,-10.611758,-10.632083,1.0,-1.66497,49369710.0,-0.6723403787563732,-9.171327030520755,6.166253489398889,5.235834495184574,0.3118338924114986,0.23770836705420473,,336578163.84,4333,4362,8,4114,2154,4230,1003,3646,604,942,704,2359,3284
CASI,US,Healthcare,Biotechnology,-10.885258,-11.367223,0.04744613894940692,-0.46866,53554000.0,-0.6160284951024043,-6.337215291213557,3.903905198986232,7.7388951805712844,0.4060004109870539,0.2887626545585642,,284965560.0,4334,4367,3569,3463,2116,4184,1125,3253,352,1142,907,2359,3386
NAOV,US,Healthcare,Medical Devices,-10.932075,-10.262264,0.530189,-1.37829,1429000.0,-4.298219584569733,-2.031502934069727,8.731845697329376,4.493887530562347,0.5103857566765578,0.3379174852652259,,11770528.0,4335,4360,1526,3989,2994,4681,1503,3839,734,1335,1101,2359,4606
RETA,US,Healthcare,Biotechnology,-10.942791,-10.756119,-3.6912546668175135,-9.54061,477262000.0,-1.129694732866926,-20338.32563710928,22976.099347574716,3.485558344704032,1.6568090416068084,0.6236086281175816,,5901571950120.0,4336,4363,3699,4686,857,4427,66,4670,986,2886,2672,2359,66
MTC,CN,Technology,Software Application,-11.171464,-14.645269,0.547361,-0.11209,3542210.0,-0.4717911292171342,-18.476715980973864,8.717150696887929,5.397529484792055,0.30576628227589064,0.23416578750271802,,41447523.59,4337,4392,1446,3092,2910,4055,779,3837,581,928,688,2359,4305
SNSS,US,Healthcare,Biotechnology,-11.254221,-11.23396,1.0,-2.67764,26906000.0,-0.847039175108013,-18.673167595370767,15.816904476636534,3.857476635514019,0.35206767599753114,0.2603920515574651,,435645000.0,4338,4366,8,4366,2394,4322,773,4055,878,1023,786,2359,3095
AEZS,CA,Healthcare,Biotechnology,-11.357143,-19.25188,0.229323,-0.34537,5251000.0,2.4531059683313035,-3.21397909632572,-7.884231303288673,1.9279024562643576,-9.112464474218433,1.123267103748561,,19418861.700000003,4339,4419,2937,3355,2848,88,1356,127,1857,87,4665,2359,4522
LLIT,CN,Healthcare,Medical Devices,-11.607443,-9.91595,-0.93955,-0.24996,-1556000.0,3.4536192863073114,-9.281370841093779,-32.05432134017179,0.5187296442125384,-2.8109622203772533,1.552192634803659,,41311288.8,4340,4355,3679,3262,3160,60,1000,77,3639,194,4773,2359,4308
AVCO,US,Healthcare,Medical Care Facilities,-11.685988,-12.531271,0.219827,-0.24056,-1264360.0,-4.047004862185811,-7.482524781186221,30.28181417088646,0.5540899889259591,1.3494659658191248,0.5743708140858336,,135210420.0,4341,4377,2993,3253,3152,4673,1061,4158,3605,2601,2382,2359,3851
ACB,CA,Healthcare,Drug Manufacturers General Specialty & Generic,-11.773397,-12.335446,-0.323238,-33.93855,147933000.0,-1.526716496048458,-0.31056130538047205,0.4741390679587094,1.5422644663240546,0.3055807915730196,0.2361052485994335,,1019781152.1999999,4342,4375,3655,4755,1556,4512,1784,600,2320,927,699,2359,2539
PTI,US,Healthcare,Biotechnology,-11.825,-12.2308,1.0,-1.15615,60571000.0,-0.9478502035974221,-1459.4265185623678,1383.3177227548172,6.880679611650486,0.35823527525730225,0.26375053113639585,,86288592910.0,4343,4374,8,3893,2061,4360,246,4426,413,1038,801,2359,492
DARE,US,Healthcare,Biotechnology,-11.886525,-11.9540666667,1.0,-0.91558,831520.0,-32.35675884127668,,,1.148157386933599,15.883583240705034,0.9407708668389139,,,4344,4370,8,3779,3025,4754,4753,4719,2880,4674,4470,2359,4787
WRTC,US,Technology,Scientific & Technical Instruments,-11.948349,-12.361945,0.397207,-0.29057,18598900.0,-0.4337175349623482,-24.09088353958746,10.448638623854885,18.288436512362892,0.06385925978021062,0.0600260412203431,,200568410.0,4345,4376,2072,3298,2530,4026,714,3923,99,421,177,2359,3624
CTIC,US,Healthcare,Biotechnology,-11.964126,-12.170703,1.0,-0.69031,17092000.0,-1.6894630192502533,-1.7528370814592704,2.961353427895981,1.9244915620943315,0.9537318473488686,0.4881590319792567,,70148540.0,4346,4371,8,3622,2569,4539,1544,2942,1859,2054,1825,2359,4132
KDMN,US,Healthcare,Biotechnology,-12.04475,-17.483808,0.7470068694798823,-0.46382,155862000.0,-0.37027785319938455,-9874.415816712293,3656.2774902102756,6.422795908426693,0.2960328234832715,0.2284146034879282,2.716291968438877e-06,605973149840.0,4347,4412,621,3459,1515,3944,113,4561,459,912,673,2308,218
GHSI,US,Healthcare,Drug Manufacturers General Specialty & Generic,-12.047655,-11.62528,0.6219903869581589,-0.2983,11457490.0,-0.9041268833362146,-0.7498392309099483,0.6779498068458357,28.92942983204544,0.07022865995558451,0.06562023853715436,,8156983.604,4348,4368,1141,3303,2678,4343,1706,825,59,431,187,2359,4645
WVE,SG,Healthcare,Biotechnology,-12.115247,-13.033661,1.0,-5.71769,67323000.0,-2.704214730609167,-1250.5054898831843,3381.6353664497387,1.5697950961888398,2.9696394156914225,0.7480879507475814,,242145382050.0,4349,4380,8,4614,2003,4620,255,4548,2276,3598,3386,2359,332
ANAB,US,Healthcare,Biotechnology,-12.167,-13.429,1.0,-3.59718,348198000.0,-0.2403310551890333,-4.042059053176625,0.9714323173863232,12.78933468765871,0.07453926836013115,0.06936858480182538,,393437860.0,4350,4383,8,4498,1039,3783,1288,1304,172,440,196,2359,3169
CREG,CN,Utilities,Utilities Renewable,-12.585915,-13.315022,0.0,-5.60581,28368400.0,-0.11157077714421614,-0.6065133435771639,0.06766916509124114,1.7825592814503404,0.575045895595231,0.3650978956461271,,5320796.0,4351,4382,3610,4608,2366,3492,1731,330,2012,1463,1230,2359,4683
DSE,US,Financial Services,Asset Management,-13.095761,-2.077446,-1.877028,-0.95397,,-0.26155389728475575,-3.8201426445296893,0.9991731968604335,0.0,0.6827720992454172,0.4057424648005416,0.16336326264905446,95602889.822,4352,4178,3690,3791,4157,3812,1312,1367,4175,1646,1417,135,4000
TRCH,US,Energy,Oil & Gas E&P,-13.184949,-11.881502,0.39521078444509955,-0.13505,-12185570.0,-0.653069080868688,-4.590868241965974,2.9981541031699677,0.05694004710048749,1.716252057558541,0.6318456539343282,,45171388.98,4353,4369,2085,3117,3291,4213,1255,2958,3960,2947,2732,2359,4273
POAI,US,Healthcare,Medical Instruments & Supplies,-13.737023,-16.453885,0.6232492897978846,-6.75606,-10075670.0,-1.7264907419608737,-0.3848399625182497,0.6644226324243278,0.07341044130319029,0.9922422297646225,0.4980530052722821,,7462343.2,4354,4402,1135,4637,3282,4545,1769,804,3942,2109,1885,2359,4657
ONCT,US,Healthcare,Biotechnology,-14.098144,-13.652784,1.0,-3.3099,13446000.0,-2.3887646730016767,-1.123899613899614,2.6847316936836223,2.831630568042501,0.519284516489659,0.3417954378219279,,38423880.0,4355,4385,8,4459,2632,4607,1640,2853,1257,1350,1117,2359,4329
CLSD,US,Healthcare,Biotechnology,-14.160147,-13.945697,1.0,-0.80611,14316000.0,-2.75790983239222,-4441.065043873903,12248.056950793225,2.3130331101531687,1.3999282961369544,0.5833208843740664,,136651571400.0,4356,4387,8,3704,2614,4623,175,4654,1568,2653,2436,2359,425
CLDX,US,Healthcare,Biotechnology,-14.239575,-15.401903,1.0,-3.50713,55055000.0,-0.5411056516282731,-0.6586573764692009,0.35640322889413567,5.7285922872112,0.3074362410397124,0.23514434692068037,,33511170.0,4357,4396,8,4486,2103,4121,1724,499,535,932,692,2359,4383
XAIR,US,Healthcare,Medical Devices,-14.34609,-13.050816,1.0,-1.73319,21810240.0,-1.1022553606614913,-4.252263642973549,4.687080395413557,5.4769718678476496,0.5163645609080031,0.34052810414824414,,84800767.7,4358,4381,8,4135,2468,4416,1276,3423,566,1346,1112,2359,4040
GER,US,Financial Services,Asset Management,-14.347586,-1.663977,-1.602721,-9.33019,,-0.25143336455451104,-3.936095197169385,0.9896656586311501,0.0,0.6419763322883821,0.3909778232879127,0.15433613121522835,324297166.23,4359,4140,3688,4681,4157,3800,1295,1349,4175,1582,1351,146,3314
KIN,US,Healthcare,Drug Manufacturers General Specialty & Generic,-14.424107,-14.700893,0.862077,-1.58804,69121000.0,-0.7493682938440693,-5.724024336607535,4.289402351045519,7.760661189358372,0.39187754055736623,0.28154599031782784,,351392130.0,4360,4393,287,4080,1994,4286,1167,3344,349,1110,874,2359,3252
CKPT,US,Healthcare,Biotechnology,-14.469555,-14.54918,1.0,-0.70003,18847000.0,-1.3112962275163156,-2.5855858056162497,3.3904689128243226,3.321344993225767,0.43078474027696717,0.30108284506415484,,63900167.6,4361,4390,8,3634,2524,4473,1429,3094,1043,1201,965,2359,4172
TBIO,US,Healthcare,Biotechnology,-14.517299,-14.834572,1.0,-2.20219,161945000.0,-0.737892090454356,-3419.319010618485,2523.088452675594,4.886369090472762,1.189720977490621,0.5433208110624299,,387384908670.0,4362,4394,8,4263,1494,4275,196,4516,657,2400,2178,2359,267
ZLAB,CN,Healthcare,Biotechnology,-15.022796,-15.648518,0.711282,-3.03049,245829000.0,-0.6620206339509944,-17.02695779485418,11.27219739360619,6.271341267288517,0.20529763116812597,0.17032940732585675,,3321465684.0,4363,4397,755,4419,1255,4223,804,3946,472,734,492,2359,1738
INFI,US,Healthcare,Biotechnology,-15.433585,-14.976714,-1.396851,-0.8258,34883000.0,-6.090732591250323,-1.6832197866417322,10.252041612736216,4.596927201484842,5.344033134869273,0.8423715673073,,79207273.5,4364,4395,3685,3718,2288,4705,1556,3912,707,4024,3816,2359,4079
FUV,US,Consumer Cyclical,Recreational Vehicles,-15.530384,-14.632981,-1.947279,-0.84619,4145780.0,-2.015959012472865,-1.9026372127190683,3.8356386364472574,1.5509034711683867,1.1610355684273046,0.5372592156140226,,29189670.3,4365,4391,3691,3731,2878,4580,1519,3233,2304,2357,2133,2359,4416
KALA,US,Healthcare,Biotechnology,-15.532927,-14.52486,0.669410602568324,-2.7579,80710000.0,-3.1775225650006735,-2255.3412649050842,7166.397761013067,4.257850972794058,4.197460595446585,0.8075983489175301,,212784682320.0,4366,4389,949,4382,1913,4641,228,4630,793,3883,3671,2359,357
APTX,US,Healthcare,Biotechnology,-15.647315,-16.247751,1.0,-1.71087,100213000.0,-0.5666709439251414,-2.2853851245427625,1.2950613457571243,21.468341503267975,0.05101124260939088,0.04853539195522122,,131203960.0,4367,4400,8,4126,1790,4139,1477,1838,82,397,152,2359,3869
ASLN,Singapore,Healthcare,Biotechnology,-15.688666666666666,-7.691,0.8643333333333333,-0.29,505869000.0,0.9367859559730902,-7.038645903199763,-6.593704631185064,4.137269372693727,-14.280084391544923,1.0258368006405583,,331280908.08,4368,4330,281,3296,812,164,1082,134,816,67,4607,2359,3300
SGLB,US,Technology,Information Technology Services,-15.705926,-15.862045,-0.42701,-5.37359,-98320.0,-9.69083940206976,-0.19167808127071517,1.857521502491376,0.9053905813975867,1.5932847834419317,0.6143886678451288,,1211568.4000000001,4369,4398,3660,4600,3104,4730,1806,2378,3234,2838,2622,2359,4735
BLCM,US,Healthcare,Biotechnology,-15.746465,-12.230715,1.0,-24.00938,17436000.0,23.684354600968625,-553.9501969291499,-13119.952895346389,1.184668177677985,-25.478837650031586,1.0408516129032257,,62306656300.0,4370,4373,8,4749,2559,19,299,15,2824,39,4618,2359,555
WBAI,CN,Consumer Cyclical,Gambling,-16.034822,-16.298302,-0.496926,-1.48486,501891000.0,-0.4045056219522571,-13.72649481372586,5.5524443218506105,6.034315003911971,0.11640553284285848,0.10426814398387914,,6199887092.0,4371,4401,3663,4033,816,3983,878,3571,495,524,280,2359,1370
YTEN,US,Basic Materials,Agricultural Inputs,-16.074442,-26.816377,1.0,-35.49881,9477000.0,3.171603427172583,-183.38493130595862,-581.624276621787,5.294064340734028,-5.092533659730722,1.24434740997727,,2375935170.0,4372,4440,8,4760,2724,69,375,38,591,138,4717,2359,1976
ASND,DK,Healthcare,Biotechnology,-16.300262,-16.950953,1.0,-4.68782,563177000.0,-0.36511620896512226,-28.542023833113166,10.421155538138446,12.735299020629299,0.13333802255515698,0.1176507095866606,,6222617868.000001,4373,4410,8,4574,750,3935,672,3919,176,558,315,2359,1365
PTE,US,Healthcare,Biotechnology,-16.36465,-16.523885,0.5613941967445152,-3.70471,22428000.0,-2.3767345050878816,-815.1794416874791,1937.4651068969063,3.22964509394572,0.37729982526467265,0.2739416780163809,,75398392100.0,4374,4403,1379,4503,2459,4606,278,4473,1070,1072,836,2359,521
PHAS,US,Healthcare,Biotechnology,-16.623041,-16.830157,1.0,-1.4275,70344000.0,-0.6543565974190536,-3351.585131092823,2193.1318423421926,9.296261351574477,0.375404314915469,0.2729410623802943,,131539661640.00002,4375,4409,8,4008,1983,4214,200,4491,274,1063,825,2359,434
NAVB,US,Healthcare,Biotechnology,-16.642902,-16.664655,0.989861,-0.76064,-903770.0,6.790465735072474,-1.5907606364516542,-10.802005594527039,0.763383121048291,-3.5745430412642887,1.3884184431847475,,17415965.599999998,4376,4406,33,3674,3139,40,1567,112,3402,168,4747,2359,4542
NVCN,CA,Healthcare,Medical Devices,-16.79279,-14.412618,0.780864,-5.39509,-6705730.0,2.4319243626334908,-0.5986929528376915,-1.4559759777429655,0.5444959637429729,-1.6995708778417489,2.4294477252756823,,21032694.1,4377,4388,503,4605,3244,89,1732,195,3612,231,4812,2359,4499
ASTC,US,Industrials,Aerospace & Defense,-17.030738,-16.627049,0.079918,-1.30964,322000.0,-13.2976,-2.2525207556250755,29.95312,1.074022988505747,8.488,0.8946037099494097,,18720700.0,4378,4404,3517,3960,3072,4740,1481,4156,2979,4423,4216,2359,4530
QURE,NL,Healthcare,Biotechnology,-17.058234,-16.637824,1.0,-3.10507,352576000.0,-0.38445418469748466,-19.073954572346437,7.333061654068309,12.146885867846981,0.3886980046926558,0.2799010320308495,,2369004231.84,4379,4405,8,4429,1033,3961,768,3749,183,1096,860,2359,1980
YVR,CA,Communication Services,Entertainment,-17.662333,-19.14754,-3.626316,-1.78163,544350.0,-1.4348021923117686,-1.088889094069945,1.5623404593559327,1.0937676024191645,1.9125119229662826,0.6566541927694716,,8255282.0,4380,4417,3698,4145,3050,4498,1648,2133,2955,3095,2883,2359,4644
BLUE,US,Healthcare,Biotechnology,-17.674889,-18.239379,0.933339,-14.30683,928594000.0,-0.6144842812373297,-5.748305285660733,3.5322432417919787,5.153296359245013,0.34430615575337764,0.2561218322774258,,4538907840.0,4381,4415,143,4723,529,4179,1163,3146,610,1009,772,2359,1552
ARDX,US,Healthcare,Biotechnology,-17.977656,-17.281386,0.8863851543268321,-1.47244,229842000.0,-0.5086389327904423,-4692.894839477565,2386.9890228496424,11.343924392439243,0.39177627173126894,0.2814937139601666,,445543436060.0,4382,4411,228,4026,1285,4091,169,4506,211,1109,873,2359,251
TRXC,US,Healthcare,Medical Devices,-18.075372,-18.119212,-1.430079,-8.69375,14932000.0,-2.7766453587827495,-0.15298350853755815,0.42478094895111196,2.146586807955156,0.3465202124786171,0.2573449765308442,,23590210.0,4383,4414,3686,4673,2606,4625,1810,557,1680,1016,779,2359,4474
GTHX,US,Healthcare,Biotechnology,-18.5694570822,-19.5694570822,1.0,-3.26532,251234000.0,-0.47919397950118775,-6.428164572427254,3.0803377623499664,13.708482978400527,0.11468064040199275,0.1028820598881442,,787109467.4,4384,4422,8,4452,1243,4060,1119,2992,159,520,276,2359,2704
AGTC,US,Healthcare,Biotechnology,-18.70852,-19.136567,0.0,-2.17477,70001000.0,-0.6462205700123915,-2.446235509456986,1.5808077053058467,6.4000617141093885,0.412625323870677,0.2920982067205614,,112262640.0,4385,4416,3610,4259,1985,4209,1450,2155,460,1160,924,2359,3936
ECOR,US,Healthcare,Medical Instruments & Supplies,-18.888114,-19.281641,0.5159730240808608,-1.53669,17388700.0,-1.8608849985017422,-0.7863194161054738,1.4632500054613253,2.9015099489539273,0.46164356629080383,0.3158386743098466,,35500654.64,4386,4420,1586,4057,2563,4564,1698,2042,1217,1265,1030,2359,4360
ETON,US,Healthcare,Biotechnology,-19.103233,-19.396246,0.5276329509906152,-1.03147,13046000.0,-1.7364928909952606,-6.660375,11.56569383886256,7.645950076413652,0.6181990521327014,0.382029053420806,,122018070.0,4387,4421,1535,3837,2640,4547,1101,3955,361,1538,1305,2359,3910
HQH,US,Financial Services,Asset Management,-19.115286,-0.373157,-0.267209,-3.39266,,0.21080516521078618,2.834655598594721,0.5975600417774402,,0.001044436004557539,0.0010433462961206487,0.04960999172486208,629350236.0,4388,3857,3646,4473,4157,671,1977,724,4184,264,16,632,2845
AKTS,US,Technology,Communication Equipment,-20.189944,-17.898324,-0.348603,-1.07245,40073000.0,-0.8709483070249427,-7.664683729939125,6.675543318472106,7.537194127243067,0.7214845162067719,0.4191060154270435,,277001670.0,4389,4413,3657,3856,2229,4331,1050,3688,368,1717,1485,2359,3405
XCUR,US,Healthcare,Biotechnology,-20.295525,-20.537809,1.0,-0.45608,81689000.0,-0.3257458481429651,-5.547256088659088,1.8069956394664817,3.6277543667771095,0.4274586052732609,0.299454291489897,,145909476.89999998,4390,4424,8,3452,1907,3888,1181,2337,946,1192,956,2359,3824
OCUL,US,Healthcare,Biotechnology,-20.433404,-20.298557,0.44996451383960256,-1.90779,48141000.0,23.793939393939393,-2.301075232714305,-54.75164462809917,5.002078310749023,-22.691460055096417,1.0461010922021845,,198748470.0,4391,4423,1864,4190,2166,18,1475,63,636,41,4620,2359,3637
